id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,material,internal_tag,image_path,image_exists
46296,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Jacques M Women Fuchsia Deo,Mixed,CLTH-046296,dataset\images\46296.jpg,True
17434,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,CASIO Sheen Women Pink Dial Chronograph Watch SX005 SHN-5015L-4ADR,Metal,CLTH-017434,dataset\images\17434.jpg,True
9817,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2014.0,Casual,Converse Men CT AS Sketch OX Black Casual Shoes,Mixed,CLTH-009817,dataset\images\9817.jpg,True
23601,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Nike Fragrances Men Casual Perfume 75 ml,Mixed,CLTH-023601,dataset\images\23601.jpg,True
6063,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Roundneck Take Good Look White T-shirt,Cotton,CLTH-006063,dataset\images\6063.jpg,True
47344,Women,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Baggit Women Navy Blue Wallet,Mixed,CLTH-047344,dataset\images\47344.jpg,True
12146,Women,Apparel,Topwear,Kurtis,Pink,Fall,2011.0,Ethnic,Aurelia Women Solid Pink Kurtis,Mixed,CLTH-012146,dataset\images\12146.jpg,True
42636,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2015.0,Casual,Estelle Women Gold Bracelet,Mixed,CLTH-042636,dataset\images\42636.jpg,True
3511,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,ADIDAS Men's Dark Navy White Tracksuit,Polyester,CLTH-003511,dataset\images\3511.jpg,True
13094,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Men Badge P/O Grey Sweaters,Wool,CLTH-013094,dataset\images\13094.jpg,True
56460,Women,Personal Care,Nails,Nail Polish,Rose,Spring,2017.0,Casual,Streetwear Rose Nail Polish # 29,Mixed,CLTH-056460,dataset\images\56460.jpg,True
25192,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Lino Perros Women Classic Beige Handbag,Leather,CLTH-025192,dataset\images\25192.jpg,True
44999,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Scuba Digital Watch,Metal,CLTH-044999,dataset\images\44999.jpg,True
24040,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Printed T-shirt,Cotton,CLTH-024040,dataset\images\24040.jpg,True
10275,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Clarks Men Black Leather Derbys,Mixed,CLTH-010275,dataset\images\10275.jpg,True
40505,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,Metal,CLTH-040505,dataset\images\40505.jpg,True
1622,Men,Apparel,Topwear,Jackets,Navy Blue,Summer,2016.0,Casual,Reebok Navy Knit Rib Jacket,Polyester,CLTH-001622,dataset\images\1622.jpg,True
59428,Women,Accessories,Bags,Handbags,White,Summer,2010.0,Casual,Spice Art Women White Handbag,Leather,CLTH-059428,dataset\images\59428.jpg,True
15707,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Sports,Nike Unisex Pack of 3 Black Socks,Mixed,CLTH-015707,dataset\images\15707.jpg,True
32919,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Status Quo Men Printed Blue T-shirt,Cotton,CLTH-032919,dataset\images\32919.jpg,True
21532,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Kiara Women Sporty Look Grey Handbag,Leather,CLTH-021532,dataset\images\21532.jpg,True
5282,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Classic Polo Men's White With Red Logo Polo T-shirt,Cotton,CLTH-005282,dataset\images\5282.jpg,True
37457,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Turtle Men Black Belt,Leather,CLTH-037457,dataset\images\37457.jpg,True
53112,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow T-shirt,Cotton,CLTH-053112,dataset\images\53112.jpg,True
17050,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,Gas Men Malibu Slipper,Leather,CLTH-017050,dataset\images\17050.jpg,True
23265,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Maxima Men Cream Dial Watch,Metal,CLTH-023265,dataset\images\23265.jpg,True
6407,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Lotto Men Cross Black Floater,Leather,CLTH-006407,dataset\images\6407.jpg,True
18824,Men,Accessories,Wallets,Wallets,Black,Summer,2011.0,Formal,Peter England Men Statements Black Wallet,Mixed,CLTH-018824,dataset\images\18824.jpg,True
35300,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Ananya Silver Earrings,Mixed,CLTH-035300,dataset\images\35300.jpg,True
51645,Men,Accessories,Watches,Watches,Bronze,Winter,2016.0,Casual,Fossil Men Bronze-Toned Dial Chronograph Watch FS4714,Metal,CLTH-051645,dataset\images\51645.jpg,True
16182,Men,Footwear,Shoes,Formal Shoes,Tan,Summer,2012.0,Formal,Enroute Men Leather Tan Formal Shoes,Mixed,CLTH-016182,dataset\images\16182.jpg,True
3949,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Jealous 21 Women White Flower Top Purple Stripes Top,Cotton,CLTH-003949,dataset\images\3949.jpg,True
30672,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Park Avenue Men Sunglasses,Plastic,CLTH-030672,dataset\images\30672.jpg,True
43380,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Reebok Men White Mamba Casual Shoes,Mixed,CLTH-043380,dataset\images\43380.jpg,True
48768,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012.0,Casual,Miki Pearl Women Ivory Jewellery Set,Mixed,CLTH-048768,dataset\images\48768.jpg,True
18018,Women,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Lino Perros Women Solid Black Belt,Leather,CLTH-018018,dataset\images\18018.jpg,True
26717,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Polo T-shirt,Cotton,CLTH-026717,dataset\images\26717.jpg,True
12522,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes,Mixed,CLTH-012522,dataset\images\12522.jpg,True
3175,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Air Compel Black Shoe,Synthetic,CLTH-003175,dataset\images\3175.jpg,True
6635,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Rally White Shoe,Synthetic,CLTH-006635,dataset\images\6635.jpg,True
54939,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Do u speak green Women Pink T-shirt,Cotton,CLTH-054939,dataset\images\54939.jpg,True
47512,Men,Apparel,Innerwear,Briefs,Khaki,Summer,2016.0,Casual,Facit Men Khaki Brief,Mixed,CLTH-047512,dataset\images\47512.jpg,True
17262,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Dk.Grey Polo Tshirt,Cotton,CLTH-017262,dataset\images\17262.jpg,True
23057,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Blue Striped T-shirt,Cotton,CLTH-023057,dataset\images\23057.jpg,True
54105,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Rocia Women White Flats,Mixed,CLTH-054105,dataset\images\54105.jpg,True
2295,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Women Cruiser Pink T-shirt,Cotton,CLTH-002295,dataset\images\2295.jpg,True
42060,Unisex,Accessories,Bags,Mobile Pouch,Black,Summer,2012.0,Casual,American Tourister Unisex Black Camera Bag,Mixed,CLTH-042060,dataset\images\42060.jpg,True
49488,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Helliotrope Shoes,Mixed,CLTH-049488,dataset\images\49488.jpg,True
31592,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Mark Taylor Men Printed Navy Blue T-shirt,Cotton,CLTH-031592,dataset\images\31592.jpg,True
3347,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Myntra Men's Attitude To Impress Me Yellow T-shirt,Cotton,CLTH-003347,dataset\images\3347.jpg,True
26525,Men,Footwear,Shoes,Casual Shoes,Blue,Spring,2013.0,Casual,Gas Men Passtime Blue Casual Shoes,Mixed,CLTH-026525,dataset\images\26525.jpg,True
12710,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Nike Men Mercurial Victory Silver Sports Shoes,Synthetic,CLTH-012710,dataset\images\12710.jpg,True
56652,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,United Colors of Benetton Men Brown Shoes,Mixed,CLTH-056652,dataset\images\56652.jpg,True
32317,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Q&Q Women Red Dial Watch GS97J322Y,Metal,CLTH-032317,dataset\images\32317.jpg,True
40737,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Converse Men Blue Shoes,Mixed,CLTH-040737,dataset\images\40737.jpg,True
24272,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Quiksilver Men Grey Striped T-shirt,Cotton,CLTH-024272,dataset\images\24272.jpg,True
57780,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017.0,,Lotus Herbals Make-Up Hypnotica Eye Contour Definer Onyx 14,Mixed,CLTH-057780,dataset\images\57780.jpg,True
10047,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Heroes Graphic Black Tshirts,Cotton,CLTH-010047,dataset\images\10047.jpg,True
4162,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Inkfruit Women's To do List Sea Green T-shirt,Cotton,CLTH-004162,dataset\images\4162.jpg,True
45245,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Unisex Digital Watch W-96H-1AVDFD031,Metal,CLTH-045245,dataset\images\45245.jpg,True
15535,Men,Accessories,Socks,Socks,Black,Summer,2013.0,Sports,Fila Men Pack Of 3 Black And Grey Socks,Mixed,CLTH-015535,dataset\images\15535.jpg,True
21700,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Watch ES2981,Metal,CLTH-021700,dataset\images\21700.jpg,True
44397,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,Force 10 Men Navy Blue Sports Shoes,Synthetic,CLTH-044397,dataset\images\44397.jpg,True
39539,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Bwitch Pink Bra,Mixed,CLTH-039539,dataset\images\39539.jpg,True
52808,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,JAG Men Black Leather Wallet,Mixed,CLTH-052808,dataset\images\52808.jpg,True
56494,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,,Streetwear Quick Dry Violet Dreams Nail Polish 12,Mixed,CLTH-056494,dataset\images\56494.jpg,True
11353,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2013.0,Casual,Lee Men Sanskrit Blue Rodeo Fit Jeans,Denim,CLTH-011353,dataset\images\11353.jpg,True
25166,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Leatherette Black Handbag,Leather,CLTH-025166,dataset\images\25166.jpg,True
10281,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Hang Spring Leather Black Formal Shoes,Mixed,CLTH-010281,dataset\images\10281.jpg,True
52034,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Unisex Black Jacket,Polyester,CLTH-052034,dataset\images\52034.jpg,True
45083,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2016.0,Casual,Bwitch Women Blue Tulip Nightdress,Mixed,CLTH-045083,dataset\images\45083.jpg,True
44151,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017.0,Casual,Nike Fragrances Men Ride Deo,Mixed,CLTH-044151,dataset\images\44151.jpg,True
24888,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,United Colors of Benetton Women Yellow Polo T-shirt,Cotton,CLTH-024888,dataset\images\24888.jpg,True
14621,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Stripes White Tshirts,Cotton,CLTH-014621,dataset\images\14621.jpg,True
50763,Men,Footwear,Sandal,Sandals,Navy Blue,Winter,2018.0,Casual,Red Chief Men Navy Blue Sandals,Leather,CLTH-050763,dataset\images\50763.jpg,True
23291,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Steel Women White Watch,Metal,CLTH-023291,dataset\images\23291.jpg,True
34226,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Proline Men Black T-shirt,Cotton,CLTH-034226,dataset\images\34226.jpg,True
46606,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes,Mixed,CLTH-046606,dataset\images\46606.jpg,True
19902,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,2013.0,Casual,Converse Unisex Red Chuck Taylor All Star Canvas Shoes,Mixed,CLTH-019902,dataset\images\19902.jpg,True
7521,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Challen Black T-shirt,Cotton,CLTH-007521,dataset\images\7521.jpg,True
22343,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,John Players Men Printed Navy Blue T-Shirt,Cotton,CLTH-022343,dataset\images\22343.jpg,True
16176,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes,Mixed,CLTH-016176,dataset\images\16176.jpg,True
2053,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Casual,Lee Mens Winning with Lee T-shirt,Cotton,CLTH-002053,dataset\images\2053.jpg,True
17898,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Nike Men Casual Grey Jacket,Polyester,CLTH-017898,dataset\images\17898.jpg,True
43374,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Spectra Run Sports Shoes,Synthetic,CLTH-043374,dataset\images\43374.jpg,True
13404,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Check Green Shirts,Cotton,CLTH-013404,dataset\images\13404.jpg,True
27631,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Reebok Men Lemon Yellow T-shirt,Cotton,CLTH-027631,dataset\images\27631.jpg,True
55211,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Lakme Lip Love Haze Lipstick,Mixed,CLTH-055211,dataset\images\55211.jpg,True
3181,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2010.0,Sports,Nike Men's Lunarelite Grey Red Shoe,Synthetic,CLTH-003181,dataset\images\3181.jpg,True
34014,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,Cotton,CLTH-034014,dataset\images\34014.jpg,True
50551,Men,Apparel,Innerwear,Innerwear Vests,White,Winter,2016.0,Casual,Chromozome Men White Innervests (Pack of 2),Mixed,CLTH-050551,dataset\images\50551.jpg,True
17296,Men,Accessories,Socks,Socks,White,Fall,2011.0,Sports,Puma Men Pack of 3 Sports Socks,Mixed,CLTH-017296,dataset\images\17296.jpg,True
22171,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Timberland Men Brown Sandals,Leather,CLTH-022171,dataset\images\22171.jpg,True
16344,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Stripes Blue Shirt,Cotton,CLTH-016344,dataset\images\16344.jpg,True
46434,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Timex Men Blue Dial Watch,Metal,CLTH-046434,dataset\images\46434.jpg,True
7713,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men's Roller Black Silver Shoe,Mixed,CLTH-007713,dataset\images\7713.jpg,True
34828,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,ADIDAS Men Equale Brown Shoes,Mixed,CLTH-034828,dataset\images\34828.jpg,True
27403,Women,Apparel,Innerwear,Bra,Beige,Winter,2015.0,Casual,Jockey Essence Jane Beige Bra 1243,Mixed,CLTH-027403,dataset\images\27403.jpg,True
9689,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Ikon Blue Polo Tshirts,Cotton,CLTH-009689,dataset\images\9689.jpg,True
2261,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2010.0,Casual,Nike Unisex Grey & Black Backpack,Canvas,CLTH-002261,dataset\images\2261.jpg,True
42094,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2010.0,Sports,ADIDAS Men Silver Adi Quest Sports Shoes,Synthetic,CLTH-042094,dataset\images\42094.jpg,True
55023,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,,Lakme Absolute Matte Lip Lush Lipstick 208,Mixed,CLTH-055023,dataset\images\55023.jpg,True
11161,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Solid Black Shirts,Cotton,CLTH-011161,dataset\images\11161.jpg,True
25354,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Levis Men Pack of 2 Briefs,Mixed,CLTH-025354,dataset\images\25354.jpg,True
41611,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Basics Men Yellow Checked Shirt,Cotton,CLTH-041611,dataset\images\41611.jpg,True
24286,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Check Shirt,Cotton,CLTH-024286,dataset\images\24286.jpg,True
57774,Women,Personal Care,Skin,Mask and Peel,White,Spring,2017.0,Casual,Lotus Herbals Frujuvenate Fruit Pack,Mixed,CLTH-057774,dataset\images\57774.jpg,True
5878,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Converse Unisex Skull Print Ox White Shoe,Mixed,CLTH-005878,dataset\images\5878.jpg,True
36743,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Little Miss Girls Chatterbox Pink Top,Cotton,CLTH-036743,dataset\images\36743.jpg,True
4196,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ed Hardy Men's 77 Tattoo Eagle Blue T-shirt,Cotton,CLTH-004196,dataset\images\4196.jpg,True
20626,Women,Accessories,Wallets,Wallets,Red,Winter,2015.0,Casual,Baggit Women Voodoo Lovely Red Wallet,Mixed,CLTH-020626,dataset\images\20626.jpg,True
37691,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,American Tourister Unisex Black Backpack,Canvas,CLTH-037691,dataset\images\37691.jpg,True
49824,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,Rubber,CLTH-049824,dataset\images\49824.jpg,True
26989,Women,Apparel,Bottomwear,Jeggings,Black,Summer,2012.0,Casual,Jealous 21 Women Black Jeggings,Mixed,CLTH-026989,dataset\images\26989.jpg,True
46050,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Gold Earrings,Mixed,CLTH-046050,dataset\images\46050.jpg,True
7377,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Brown Casual Shoe,Mixed,CLTH-007377,dataset\images\7377.jpg,True
34470,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Backpack,Canvas,CLTH-034470,dataset\images\34470.jpg,True
47182,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Ganuchi Men Blue Casual Shoes,Mixed,CLTH-047182,dataset\images\47182.jpg,True
49018,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Set of Two Silver Rings,Mixed,CLTH-049018,dataset\images\49018.jpg,True
31102,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and jony Boys Printed Red T-shirt,Cotton,CLTH-031102,dataset\images\31102.jpg,True
55447,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Revlon Muzzle Duzzle Lipcolor 52,Mixed,CLTH-055447,dataset\images\55447.jpg,True
12380,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Stripes Blue Shirts,Cotton,CLTH-012380,dataset\images\12380.jpg,True
13252,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Palm Tree Kids Boys Solid Black Shirts,Cotton,CLTH-013252,dataset\images\13252.jpg,True
54595,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Sushilas Women Multi Coloured Kurta,Cotton,CLTH-054595,dataset\images\54595.jpg,True
27067,Women,Accessories,Bags,Handbags,Silver,Summer,2012.0,Casual,Yelloe Silver Metallic Finish Handbag,Leather,CLTH-027067,dataset\images\27067.jpg,True
2605,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Women's Icon White T-shirt,Cotton,CLTH-002605,dataset\images\2605.jpg,True
43522,Women,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,French Connection Women Navy Trouser,Denim,CLTH-043522,dataset\images\43522.jpg,True
33655,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lotto Men Red Zeus Sandals,Leather,CLTH-033655,dataset\images\33655.jpg,True
57310,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt,Cotton,CLTH-057310,dataset\images\57310.jpg,True
11505,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Lifestyle Black Flats,Mixed,CLTH-011505,dataset\images\11505.jpg,True
25730,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Wrangler Women Black Leather Belt,Leather,CLTH-025730,dataset\images\25730.jpg,True
15999,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Turtle Solid Men Purple Shirt,Cotton,CLTH-015999,dataset\images\15999.jpg,True
41275,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Arrow Men Brown Leather Wallet,Mixed,CLTH-041275,dataset\images\41275.jpg,True
20242,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Wrangler Women Native Lady Pink T-shirt,Cotton,CLTH-020242,dataset\images\20242.jpg,True
14077,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men Stripes Grey Polo  Tshirts,Cotton,CLTH-014077,dataset\images\14077.jpg,True
58358,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue T-shirt,Cotton,CLTH-058358,dataset\images\58358.jpg,True
5420,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Boy's Love This Game Blue Kidswear,Cotton,CLTH-005420,dataset\images\5420.jpg,True
57122,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Elle Women White Tops,Cotton,CLTH-057122,dataset\images\57122.jpg,True
40195,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Mumbai Slang Women White Printed Top,Cotton,CLTH-040195,dataset\images\40195.jpg,True
33467,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Baggit Women Updown Taj Purple Belt,Leather,CLTH-033467,dataset\images\33467.jpg,True
58956,Men,Personal Care,Fragrance,Deodorant,Green,Spring,2017.0,Casual,Denim Men Musk Deo,Mixed,CLTH-058956,dataset\images\58956.jpg,True
59884,Women,Apparel,Topwear,Tops,Pink,Fall,2012.0,Casual,Femella Women Pink Tube Top,Cotton,CLTH-059884,dataset\images\59884.jpg,True
41047,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Nautica Men Brown Dial Chronograph Watch,Metal,CLTH-041047,dataset\images\41047.jpg,True
11737,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Lee Men Stripes Green T-shirt,Cotton,CLTH-011737,dataset\images\11737.jpg,True
36929,Women,Personal Care,Fragrance,Perfume and Body Mist,Cream,Spring,2017.0,Casual,Calvin Klein Women Truth Perfume,Mixed,CLTH-036929,dataset\images\36929.jpg,True
44535,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Leather,CLTH-044535,dataset\images\44535.jpg,True
20070,Women,Accessories,Belts,Belts,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Belt,Leather,CLTH-020070,dataset\images\20070.jpg,True
53582,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch,Metal,CLTH-053582,dataset\images\53582.jpg,True
15397,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Fila Men Zoom Black Casual Shoes,Mixed,CLTH-015397,dataset\images\15397.jpg,True
52450,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Red Rose Black Nightdress,Mixed,CLTH-052450,dataset\images\52450.jpg,True
39961,Men,Footwear,Sandal,Sandals,Brown,Spring,2013.0,Casual,GAS Men Brown Madly Sandals,Leather,CLTH-039961,dataset\images\39961.jpg,True
46262,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,109F Women Beige Embroidered Top,Cotton,CLTH-046262,dataset\images\46262.jpg,True
7145,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers For Her Women Light Work Navy Blue Shirts,Cotton,CLTH-007145,dataset\images\7145.jpg,True
22727,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Court Resonate White Casual Shoes,Mixed,CLTH-022727,dataset\images\22727.jpg,True
8931,Men,Accessories,Wallets,Wallets,Black,Winter,2012.0,Casual,Puma Men big cat Black Wallets,Mixed,CLTH-008931,dataset\images\8931.jpg,True
16512,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,Denim,CLTH-016512,dataset\images\16512.jpg,True
50307,Men,Accessories,Ties,Ties,White,Summer,2012.0,Formal,Park Avenue Men White Tie,Mixed,CLTH-050307,dataset\images\50307.jpg,True
34642,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men Carioca ID Black Shoes,Mixed,CLTH-034642,dataset\images\34642.jpg,True
6097,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Polo Neck With Big Ben Logo Olive Green T-shirt,Cotton,CLTH-006097,dataset\images\6097.jpg,True
26387,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Turtle Men Printed White T-shirt,Cotton,CLTH-026387,dataset\images\26387.jpg,True
7979,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Fila Men's Crew Neck White T-shirt,Cotton,CLTH-007979,dataset\images\7979.jpg,True
31330,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Franco Leone Men Brown Shoes,Mixed,CLTH-031330,dataset\images\31330.jpg,True
