id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,material,internal_tag,image_path,image_exists,phash
17801,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Chhota Bheem Kids Boy Power Punch White Tshirt,Cotton,CLTH-017801,dataset\images\17801.jpg,True,b333ccc4333b6cc4
9422,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Blue black stripe Black Shirts,Cotton,CLTH-009422,dataset\images\9422.jpg,True,adc6c44f6c3830f3
55288,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Lakme Sun Kissed Face Sheer,Mixed,CLTH-055288,dataset\images\55288.jpg,True,e09e9b68c6955996
6658,Women,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Nike Women Dunk Low Light Brown Shoe,Mixed,CLTH-006658,dataset\images\6658.jpg,True,b633c1cc3c367319
54954,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Do U Speak Green Men Green T-shirt,Cotton,CLTH-054954,dataset\images\54954.jpg,True,e4c736ca719dc918
55886,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 22,Mixed,CLTH-055886,dataset\images\55886.jpg,True,b3cccc3326cc3366
42831,Unisex,Accessories,Headwear,Headband,Black,Summer,2012.0,Sports,Nike Unisex Black Headband,Mixed,CLTH-042831,dataset\images\42831.jpg,True,ae94d16a2e91d16e
29500,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Giordano Women Gold Dial Watch,Metal,CLTH-029500,dataset\images\29500.jpg,True,bccfd2cc4f323430
9610,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Stripes White Shirts,Cotton,CLTH-009610,dataset\images\9610.jpg,True,b4c336c3dc21ce33
23806,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,Puma Men Grey Cat Runner Sports Shoes,Synthetic,CLTH-023806,dataset\images\23806.jpg,True,be1fc1c064371b5a
48537,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Wrangler Men Red Check Cap,Mixed,CLTH-048537,dataset\images\48537.jpg,True,ecb2d34d3cb2c132
54168,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012.0,Casual,Femella Silver Balls Necklace,Mixed,CLTH-054168,dataset\images\54168.jpg,True,bc8e4731cc67a954
26548,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,ID Men Blue Shoes,Mixed,CLTH-026548,dataset\images\26548.jpg,True,af90c06b3f94f04b
19395,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,ADIDAS Men Solid Blue Tshirt,Cotton,CLTH-019395,dataset\images\19395.jpg,True,a4c6b6c73c699493
39792,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Formal,Peter England Men Brown Trousers,Denim,CLTH-039792,dataset\images\39792.jpg,True,b51ccfc0d0e2986f
41688,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,Mixed,CLTH-041688,dataset\images\41688.jpg,True,bc9cc363309c4fc3
4933,Women,Apparel,Dress,Dresses,Peach,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Peach White Kidswear,Chiffon,CLTH-004933,dataset\images\4933.jpg,True,e1c39a3c33c761c9
38640,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Cricket Blue Polo T-shirt,Cotton,CLTH-038640,dataset\images\38640.jpg,True,ec4b93b4831e5ae8
59677,Women,Apparel,Innerwear,Briefs,Brown,Summer,2014.0,Casual,Avirate Black & White  Brief,Mixed,CLTH-059677,dataset\images\59677.jpg,True,bf419cc1707d0a97
15558,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Check White Shirts,Cotton,CLTH-015558,dataset\images\15558.jpg,True,b193339b30cdc62d
45228,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO YOUTH Men Black Small Dial Digital Watch AD142,Metal,CLTH-045228,dataset\images\45228.jpg,True,b4c7c33d9c909933
10816,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Country Eagle Red Shirt,Cotton,CLTH-010816,dataset\images\10816.jpg,True,e4c6a6ca3869b0db
37608,Girls,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Madagascar3 Girls Coral Printed T-Shirt,Cotton,CLTH-037608,dataset\images\37608.jpg,True,e1599ea6327961c6
38486,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Black Pandu Mayur Belt,Leather,CLTH-038486,dataset\images\38486.jpg,True,ef91906e6f90e04b
44900,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White PowerCat TT 1.12 Polo T-shirt,Cotton,CLTH-044900,dataset\images\44900.jpg,True,b093679a609dcc6e
25937,Women,Accessories,Scarves,Scarves,Blue,Summer,2012.0,Casual,Femella Women Blue Scarf,Mixed,CLTH-025937,dataset\images\25937.jpg,True,bcb3c32cc32c99cc
52059,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Men White T-shirt,Cotton,CLTH-052059,dataset\images\52059.jpg,True,a792608e69b4cd73
20479,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Baggit Women Flare Hoor Green Handbag,Leather,CLTH-020479,dataset\images\20479.jpg,True,bccbc2360f8c9cc3
33852,Women,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Puma Women Maya Shimmer Blue Shoes,Mixed,CLTH-033852,dataset\images\33852.jpg,True,be96c0613e9ec169
58563,Men,Apparel,Topwear,Shirts,Green,Summer,2015.0,Casual,Puma Men Green Checked Casual Shirt,Cotton,CLTH-058563,dataset\images\58563.jpg,True,bbd333c330cb24c3
2802,Men,Footwear,Sandal,Sandals,Multi,Fall,2009.0,Casual,iD Men Casual Leather Tmber Sandal,Leather,CLTH-002802,dataset\images\2802.jpg,True,e791d8683693636c
28614,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Ruckus Grey Sports Shoes,Synthetic,CLTH-028614,dataset\images\28614.jpg,True,bf1dc0e0279d183b
35399,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Enroute Men Black Formal Shoes,Mixed,CLTH-035399,dataset\images\35399.jpg,True,bf94c0603e9f49e4
13469,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,United Colors of Benetton Men Printed Pink Tops,Cotton,CLTH-013469,dataset\images\13469.jpg,True,e997b206693cb386
43319,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,United Colors of Benetton Women White T-shirt,Cotton,CLTH-043319,dataset\images\43319.jpg,True,b6c336cc7a898d98
49623,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels,Mixed,CLTH-049623,dataset\images\49623.jpg,True,bb94c4693d966338
16927,Men,Apparel,Topwear,Sweaters,Charcoal,Fall,2011.0,Casual,Spykar Men Solid Charcoal Sweaters,Wool,CLTH-016927,dataset\images\16927.jpg,True,bcc3c31b2d2d38d1
19153,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Red Polo TShirt,Cotton,CLTH-019153,dataset\images\19153.jpg,True,e4c686c67869b497
43917,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2012.0,Casual,Femella Women Blue Trousers,Denim,CLTH-043917,dataset\images\43917.jpg,True,b3193867cc33cc33
28426,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,Idee Men White Sunglasses,Plastic,CLTH-028426,dataset\images\28426.jpg,True,e39c94636a9cb562
34079,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Clarks Men Sentry Cry Mahogany Leather Brown Shoes,Mixed,CLTH-034079,dataset\images\34079.jpg,True,bf95c0683f97c248
46459,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Women White Dial Watch,Metal,CLTH-046459,dataset\images\46459.jpg,True,e78c9acc49339acc
55872,Women,Personal Care,Nails,Nail Polish,Peach,Spring,2017.0,Casual,Colorbar Hearts & Tarts 2 Nail Lacquer 80V,Mixed,CLTH-055872,dataset\images\55872.jpg,True,b3cccc3327cc3326
19361,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,Redtape Men Comfort Black Sandals,Leather,CLTH-019361,dataset\images\19361.jpg,True,be1ec0612f977258
12789,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Mother Earth Women Sajiya Collt White Kurtas,Cotton,CLTH-012789,dataset\images\12789.jpg,True,e46666db329a3299
35997,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Ben 10 Boys Crew Black T-shirt,Cotton,CLTH-035997,dataset\images\35997.jpg,True,b44ccbb3cc4c30f3
22920,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch 9911PP02,Metal,CLTH-022920,dataset\images\22920.jpg,True,bb90b4cec339cd22
8736,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Blue Shirts,Cotton,CLTH-008736,dataset\images\8736.jpg,True,b6c726cb3cc93093
57719,Women,Personal Care,Lips,Lip Gloss,Peach,Spring,2017.0,,Lotus Herbals Seduction Precious Peach Lip Gloss 38,Mixed,CLTH-057719,dataset\images\57719.jpg,True,b399cc66269933cc
5815,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Puma Men's Sports Grey T-shirt,Cotton,CLTH-005815,dataset\images\5815.jpg,True,e2a7264237c8e29f
59683,Women,Apparel,Innerwear,Briefs,Black,Summer,2012.0,Casual,Avirate Black Hi-Leg Brief,Mixed,CLTH-059683,dataset\images\59683.jpg,True,bf449985707e0f86
11930,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Skechers Men Shape Black Sports Shoes,Synthetic,CLTH-011930,dataset\images\11930.jpg,True,bf1e94606995365a
49849,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Q&Q Women Pink Dial Analog Watch,Metal,CLTH-049849,dataset\images\49849.jpg,True,b04c93b7ca5a8d35
29190,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Laptop Bag,Mixed,CLTH-029190,dataset\images\29190.jpg,True,afc0913fc0e4d395
22578,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Highlander Men Check Grey Shirt,Cotton,CLTH-022578,dataset\images\22578.jpg,True,b8c335da38c9c536
31953,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men T-lite White Sports Shoes,Synthetic,CLTH-031953,dataset\images\31953.jpg,True,be97c14880653f1f
50158,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Sequined Heels,Mixed,CLTH-050158,dataset\images\50158.jpg,True,b938c66371986e27
30881,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Hand Block Printed Kurti,Mixed,CLTH-030881,dataset\images\30881.jpg,True,b4c3d39a4d98c39c
28042,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey ELANCE Men Charcoal Brief 1008,Mixed,CLTH-028042,dataset\images\28042.jpg,True,bf98832bcdf03868
27836,Men,Accessories,Belts,Belts,Red,Summer,2013.0,Casual,Bulchee Men Red Belt,Leather,CLTH-027836,dataset\images\27836.jpg,True,bf0cc0a32f3cf0c3
46801,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Grey & White Sports Shoes,Synthetic,CLTH-046801,dataset\images\46801.jpg,True,be3ec0c303a57a1e
19705,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Check Red Shirt,Cotton,CLTH-019705,dataset\images\19705.jpg,True,b193b39b38cd248e
49075,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017.0,,Deborah 7 Days Long Nail Polish 839,Mixed,CLTH-049075,dataset\images\49075.jpg,True,b0c3cb3ccc9b4ccc
8352,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Travel,Wildcraft Unisex Black Ursa Backpack,Canvas,CLTH-008352,dataset\images\8352.jpg,True,bd60d21fc79c4ac1
2668,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Purple Leatherette Bag,Leather,CLTH-002668,dataset\images\2668.jpg,True,ae94d16b4b8c3cd2
50964,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Enamor Rose Coloured Smooth Bra,Mixed,CLTH-050964,dataset\images\50964.jpg,True,b9a1c6de96276198
14826,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belts,Leather,CLTH-014826,dataset\images\14826.jpg,True,bb4ec4b12fca7034
33638,Men,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,Lotto Men ACCU Red & Black Flip Flops,Rubber,CLTH-033638,dataset\images\33638.jpg,True,ae95c16a3e95c079
39302,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Casual Shoes,Mixed,CLTH-039302,dataset\images\39302.jpg,True,bf96c0683e976948
11568,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women Printed Pink Kurtas,Cotton,CLTH-011568,dataset\images\11568.jpg,True,b49ad3cb3ccc920e
37298,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,CASIO Enticer Men Black Dial Analogue Watch A517,Metal,CLTH-037298,dataset\images\37298.jpg,True,b03387cb789ca762
58335,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012.0,Casual,Lotto Men Grey Flip Flops,Rubber,CLTH-058335,dataset\images\58335.jpg,True,af90d06a3dc06a3f
37896,Unisex,Accessories,Socks,Socks,Blue,Summer,2016.0,Casual,Happy Socks Unisex Blue Socks,Mixed,CLTH-037896,dataset\images\37896.jpg,True,beccd93ec429c11a
36944,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men DLS Bound White Sports Shoes,Synthetic,CLTH-036944,dataset\images\36944.jpg,True,bf1fc06017874a9e
39130,Women,Apparel,Bottomwear,Leggings,Grey,Fall,2012.0,Casual,Aneri Women Grey Leggings,Mixed,CLTH-039130,dataset\images\39130.jpg,True,b60dcf30b4e69932
58107,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Casual,Rreverie Golden Earrings,Mixed,CLTH-058107,dataset\images\58107.jpg,True,f992c66c3992c66c
57973,Women,Apparel,Saree,Sarees,Brown,Fall,2012.0,Ethnic,Prafful Brown Printed Sari,Mixed,CLTH-057973,dataset\images\57973.jpg,True,b1669b9b9c19cc29
7128,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Urban Yoga Women Bottom Black Track Pant,Polyester,CLTH-007128,dataset\images\7128.jpg,True,bc63c38c8e1cdb38
13831,Men,Apparel,Topwear,Sweaters,Maroon,Fall,2011.0,Casual,Indigo Nation Men Stripes Maroon Sweaters,Wool,CLTH-013831,dataset\images\13831.jpg,True,b1c39363b23c48cf
28270,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017.0,Casual,Old Spice Men Whitewater Deodorant,Mixed,CLTH-028270,dataset\images\28270.jpg,True,e63399cc99896699
23698,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men Predator Sunglasses,Plastic,CLTH-023698,dataset\images\23698.jpg,True,ea8c95736a85317a
49247,Men,Accessories,Headwear,Caps,Brown,Fall,2012.0,Casual,Arrow Men Brown Cap,Mixed,CLTH-049247,dataset\images\49247.jpg,True,bc32c3cd3c30c3cb
3588,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Converse Unisex All Star Canvas Ox Red Shoe,Mixed,CLTH-003588,dataset\images\3588.jpg,True,bf9dc0623f9dc060
8160,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White Checked Hakon Slim Fit Shirt,Cotton,CLTH-008160,dataset\images\8160.jpg,True,e993739a619a4dc2
55618,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,Mixed,CLTH-055618,dataset\images\55618.jpg,True,bf96c0603f966a49
19537,Men,Apparel,Topwear,Sweaters,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Blue Sweater,Wool,CLTH-019537,dataset\images\19537.jpg,True,eb93933b98c1246d
7914,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Printed T-shirt,Cotton,CLTH-007914,dataset\images\7914.jpg,True,b4c3d3b2c92d30f2
48395,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,French Connection Men Black Trousers,Denim,CLTH-048395,dataset\images\48395.jpg,True,b06ccbdb8c338c33
32345,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,Metal,CLTH-032345,dataset\images\32345.jpg,True,b06d9296cd38cd63
56600,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Streetwear Stay On Liquid Eye Liner,Mixed,CLTH-056600,dataset\images\56600.jpg,True,e6cc99338c993366
10015,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Locomotive Men American Glory White Tshirts,Cotton,CLTH-010015,dataset\images\10015.jpg,True,a6c234cf34e3cc36
24220,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,Nike Unisex Blue Tennis Cap,Mixed,CLTH-024220,dataset\images\24220.jpg,True,adb2c20d3cf2c936
33297,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Blue Striped Slim Fit Shirt,Cotton,CLTH-033297,dataset\images\33297.jpg,True,b4c336cb3cc99293
40765,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Quiksilver Men Black Cap,Mixed,CLTH-040765,dataset\images\40765.jpg,True,e997966869976864
21752,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Glossy Black Handbag,Leather,CLTH-021752,dataset\images\21752.jpg,True,e885867a9f8cd8c9
59648,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multicoloured Evening Wear Sari,Mixed,CLTH-059648,dataset\images\59648.jpg,True,b3e69c999b18cc31
15567,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Casual Tan Flats,Mixed,CLTH-015567,dataset\images\15567.jpg,True,bc3cc3613c966339
45217,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Watch A672,Metal,CLTH-045217,dataset\images\45217.jpg,True,b333d3cccc8c98cc
4130,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Fila Men's Basic Low Red Shoe,Mixed,CLTH-004130,dataset\images\4130.jpg,True,bf1dc0e03f1fc0e0
10829,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Blue Polo Tshirts,Cotton,CLTH-010829,dataset\images\10829.jpg,True,f093c31a6d39c6c5
37637,Girls,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Madagascar3 Girls Teal Printed T-Shirt,Cotton,CLTH-037637,dataset\images\37637.jpg,True,e1988e67319c6d93
53372,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012.0,Casual,Puma Unisex Red Ferrari Backpack,Canvas,CLTH-053372,dataset\images\53372.jpg,True,ac34923bcb870fcc
20680,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Eva Casual Brown Shoes,Mixed,CLTH-020680,dataset\images\20680.jpg,True,bf1fc0e062947978
23005,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Sports,2go Active Gear USA Men Pack of Two White Jordan T-shirts,Cotton,CLTH-023005,dataset\images\23005.jpg,True,bdfc6c916e841346
17230,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses,Plastic,CLTH-017230,dataset\images\17230.jpg,True,eb8c94716a8cb578
47540,Women,Footwear,Shoes,Flats,Gold,Winter,2012.0,Casual,Portia Women Gold Flats,Mixed,CLTH-047540,dataset\images\47540.jpg,True,e694d96136cec931
6667,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women's Ballista II Black Silver Shoe,Synthetic,CLTH-006667,dataset\images\6667.jpg,True,b898c767399c906b
46492,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Timex Men Brown Watch,Metal,CLTH-046492,dataset\images\46492.jpg,True,f0c7872cda909d72
51425,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Formal,Myntra Men Yellow Shirt,Cotton,CLTH-051425,dataset\images\51425.jpg,True,e19e678b98689a4b
23839,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Men Black Rakuni Move Casual Shoes,Mixed,CLTH-023839,dataset\images\23839.jpg,True,af97c0683e976348
48508,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,French Connection Women Navy Blue & Cream Striped Top,Cotton,CLTH-048508,dataset\images\48508.jpg,True,b1c39686cf96ce28
30412,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Washed Blue Jeans,Denim,CLTH-030412,dataset\images\30412.jpg,True,e1363a619661967b
18278,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aneri Women Simi Blue Kurta,Cotton,CLTH-018278,dataset\images\18278.jpg,True,e196f2920f9c69c6
13690,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Zigdynamic Sports Shoes,Synthetic,CLTH-013690,dataset\images\13690.jpg,True,ae36d0c96c363279
54157,Women,Accessories,Jewellery,Necklace and Chains,Grey,Fall,2012.0,Casual,Femella Braided Grey Necklace,Mixed,CLTH-054157,dataset\images\54157.jpg,True,ed9e96318c674986
12742,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Timberland Unisex Solid Black Backpacks,Canvas,CLTH-012742,dataset\images\12742.jpg,True,e8c0971fd638d878
3315,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Guerrilla Men's Warrior Brown T-shirt,Cotton,CLTH-003315,dataset\images\3315.jpg,True,ec5a93a59a4b6ca1
6455,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2011.0,Casual,Lotto Women's Flora Orange Navy Flip Flop,Rubber,CLTH-006455,dataset\images\6455.jpg,True,ec9c9363689cc663
18876,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Franco Leone Men Formal Black Shoes,Mixed,CLTH-018876,dataset\images\18876.jpg,True,bf94c0623f9de830
34280,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Dupatta,Mixed,CLTH-034280,dataset\images\34280.jpg,True,a693338ec9ce298d
23237,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aneri Women Jhilmil Blue Kurta,Cotton,CLTH-023237,dataset\images\23237.jpg,True,e1c6969a7b998919
51617,Women,Apparel,Bottomwear,Jeggings,Grey,Fall,2012.0,Casual,Kraus Jeans Women Grey Jeggings,Mixed,CLTH-051617,dataset\images\51617.jpg,True,b338cc9398ce6761
7587,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men Air Max White Red Shoe,Synthetic,CLTH-007587,dataset\images\7587.jpg,True,bf1fc0e061951e3a
30620,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Sports,Nike Men Printed Green T-shirt,Cotton,CLTH-030620,dataset\images\30620.jpg,True,e94a96a5c31e4e1e
3127,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Inkfruit Men's Seven Deadly Green T-shirt,Cotton,CLTH-003127,dataset\images\3127.jpg,True,a4c7877a6c39929a
42200,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Sepia Women Yellow Top,Cotton,CLTH-042200,dataset\images\42200.jpg,True,e4e632c38bcd988d
19198,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Shirt,Cotton,CLTH-019198,dataset\images\19198.jpg,True,b4c634939931db1b
56432,Women,Personal Care,Bath and Body,Nail Essentials,Pink,Spring,2017.0,Casual,Streetwear Nail Color Remover,Mixed,CLTH-056432,dataset\images\56432.jpg,True,e6939964c999cc9a
32177,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012.0,Casual,ADIDAS Men Chewang Grey Flip Flops,Rubber,CLTH-032177,dataset\images\32177.jpg,True,ee94d06a3d94c2d9
1670,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Casual,Reebok Men Green Polo T-shirt,Cotton,CLTH-001670,dataset\images\1670.jpg,True,bbc7c60f3c18e198
40557,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch NB390YM06,Metal,CLTH-040557,dataset\images\40557.jpg,True,f0c697cdca929d18
10227,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women SLB Bag Purple Handbags,Leather,CLTH-010227,dataset\images\10227.jpg,True,ad92c23d8fe538c8
45025,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Women Silver Dial Pearl Strap Watch,Metal,CLTH-045025,dataset\images\45025.jpg,True,e63398de61659692
4302,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Grandad Brick Orange Kidswear,Cotton,CLTH-004302,dataset\images\4302.jpg,True,b44ccbb36c6c3193
21560,Women,Accessories,Bags,Handbags,Maroon,Winter,2015.0,Casual,Kiara Women Front Pocket Maroon Handbag,Leather,CLTH-021560,dataset\images\21560.jpg,True,ed84962ec9c11f93
15755,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Facit Men Fitness Grey Innerwear Vest,Mixed,CLTH-015755,dataset\images\15755.jpg,True,b1d3308b34cf38cb
52092,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Women Blue T-shirt,Cotton,CLTH-052092,dataset\images\52092.jpg,True,e1929386ced849cf
53140,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red & White Sandals,Mixed,CLTH-053140,dataset\images\53140.jpg,True,b396cc6933c6c439
33899,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Citizen Men White Dial Watch,Metal,CLTH-033899,dataset\images\33899.jpg,True,f0b2974dcaa49c5a
37405,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag,Leather,CLTH-037405,dataset\images\37405.jpg,True,f8c1942fced0a596
8997,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Archive Boot Wtr Black Casual Shoes,Mixed,CLTH-008997,dataset\images\8997.jpg,True,ba3fc1c96c86e24a
29369,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Genesis Men Check Lavender Shirt,Cotton,CLTH-029369,dataset\images\29369.jpg,True,a4c736cf4931cc36
22781,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,BIBA Women Printed Blue Kurta,Cotton,CLTH-022781,dataset\images\22781.jpg,True,b193339bc78ccc8c
